trials.thisTrialN,trials.stepSize,trials.intensity,instructions.started,instructions.stopped,ready.keys,ready.rt,ready.started,ready.stopped,fixation.started,fixation.stopped,gabor.started,gabor.stopped,trials.response,resp.rt,resp.started,resp.stopped,participant,ori,date,expName,psychopyVersion,frameRate,
46,0.5,2.2606977883586216e-05,,,,,,,155.43846069999927,156.01491089999945,155.9312673000004,156.50451410000096,0,[],156.05834060000052,None,s_001,10,2020_Oct_27_1420,ContrastDetection,2020.2.4post1,60.008269139361474,
47,0.5,7.148954112518533e-05,,,,,,,158.0281689000003,158.60617040000034,158.52339539999957,159.10132970000086,1,0.2531615999996575,158.64901800000007,None,s_001,10,2020_Oct_27_1420,ContrastDetection,2020.2.4post1,60.008269139361474,
48,0.5,7.148954112518533e-05,,,,,,,160.63723980000032,161.22410760000093,161.1394290999997,161.72377330000018,1,0.4905431999995926,161.26764879999973,None,s_001,10,2020_Oct_27_1420,ContrastDetection,2020.2.4post1,60.008269139361474,
49,0.4,7.148954112518533e-05,,,,,,,163.23783019999973,163.8166512000007,163.73329680000097,164.30315019999944,1,0.266156100000444,163.85995920000096,None,s_001,10,2020_Oct_27_1420,ContrastDetection,2020.2.4post1,60.008269139361474,
50,0.4,2.846049894151541e-05,,,,,,,165.84012749999965,166.4159485,166.3318450000006,166.90130990000034,1,0.5110360999988188,166.45810239999992,None,s_001,10,2020_Oct_27_1420,ContrastDetection,2020.2.4post1,60.008269139361474,
51,0.4,2.846049894151541e-05,,,,,,,168.44106000000102,169.0168260999999,168.93255350000072,169.50749659999929,0,[],169.05962510000063,None,s_001,10,2020_Oct_27_1420,ContrastDetection,2020.2.4post1,60.008269139361474,
52,0.4,7.148954112518533e-05,,,,,,,171.0426109,171.61916740000015,171.53557180000098,172.11550970000098,1,0.029114000000845408,171.66185749999931,None,s_001,10,2020_Oct_27_1420,ContrastDetection,2020.2.4post1,60.008269139361474,
53,0.4,7.148954112518533e-05,,,,,,,173.63483730000007,174.22104030000082,174.13729650000096,174.7124758000009,1,0.1669208000002982,174.2637878000005,None,s_001,10,2020_Oct_27_1420,ContrastDetection,2020.2.4post1,60.008269139361474,
54,0.2,7.148954112518533e-05,,,,,,,176.2261995000008,176.81523949999973,176.7305763000004,177.3187878000008,1,0.28656039999987115,176.81523949999973,None,s_001,10,2020_Oct_27_1420,ContrastDetection,2020.2.4post1,60.008269139361474,
55,0.2,4.51068510264545e-05,,,,,,,178.8232193999993,179.40935730000092,179.32418470000084,179.90986809999958,1,0.22929079999994428,179.4538665,178.8232193999993,s_001,10,2020_Oct_27_1420,ContrastDetection,2020.2.4post1,60.008269139361474,
56,0.2,4.51068510264545e-05,,,,,,,181.4348054000002,182.01018680000016,181.925983000001,182.5034441000007,0,[],182.05380920000061,None,s_001,10,2020_Oct_27_1420,ContrastDetection,2020.2.4post1,60.008269139361474,
