trials.thisTrialN,trials.stepSize,trials.intensity,instructions.started,instructions.stopped,ready.keys,ready.rt,ready.started,ready.stopped,participant,ori,date,expName,psychopyVersion,frameRate,
,,,15.616062700000839,None,up,6.050851800000601,15.616062700000839,None,s_001,10,2020_Oct_27_1426,ContrastDetection,2020.2.4post1,59.86314088705473,
